SA3 code,Year,Population
12504.0,2007,117428.0
12504.0,2008,121022.0
12504.0,2009,125055.0
12504.0,2010,128420.0
12504.0,2011,131002.0
12504.0,2012,133457.0
12504.0,2013,136832.0
12504.0,2014,140504.0
12504.0,2015,143355.0
12504.0,2016,145919.0
12504.0,2017,150934.0
12504.0,2018,154137.0
12504.0,2019,156666.0
12504.0,2020,156903.0
12504.0,2021,153321.0
12504.0,2022,153118.0
12504.0,2023,159235.0
12601.0,2001,42302.0
12601.0,2002,42039.0
12601.0,2003,42026.0
12601.0,2004,42367.0
12601.0,2005,42501.0
12601.0,2006,42705.0
12601.0,2007,43034.0
12601.0,2008,43469.0
12601.0,2009,44100.0
12601.0,2010,44546.0
12601.0,2011,44949.0
12601.0,2012,45601.0
12601.0,2013,46385.0
12601.0,2014,47200.0
12601.0,2015,48258.0
12601.0,2016,49301.0
12601.0,2017,50521.0
12601.0,2018,52744.0
12601.0,2019,54395.0
12601.0,2020,55185.0
12601.0,2021,55057.0
12601.0,2022,55373.0
12601.0,2023,56622.0
12602.0,2001,115210.0
12602.0,2002,115483.0
12602.0,2003,115774.0
12602.0,2004,116097.0
12602.0,2005,116591.0
12602.0,2006,117344.0
12602.0,2007,119618.0
12602.0,2008,121726.0
12602.0,2009,123151.0
12602.0,2010,124783.0
12602.0,2011,126401.0
12602.0,2012,129172.0
12602.0,2013,131860.0
12602.0,2014,134461.0
12602.0,2015,137335.0
12602.0,2016,140347.0
12602.0,2017,143221.0
12602.0,2018,145505.0
12602.0,2019,148841.0
12602.0,2020,149951.0
12602.0,2021,147944.0
12602.0,2022,149636.0
12602.0,2023,154437.0
12701.0,2001,71761.0
12701.0,2002,73895.0
12701.0,2003,74922.0
12701.0,2004,75721.0
12701.0,2005,76432.0
12701.0,2006,77529.0
12701.0,2007,78253.0
12701.0,2008,79300.0
12701.0,2009,80738.0
12701.0,2010,82008.0
12701.0,2011,83659.0
12701.0,2012,86490.0
12701.0,2013,89710.0
12701.0,2014,94410.0
12701.0,2015,100032.0
12701.0,2016,106434.0
12701.0,2017,113983.0
12701.0,2018,120704.0
12701.0,2019,128426.0
12701.0,2020,135845.0
12701.0,2021,143807.0
12701.0,2022,152878.0
12701.0,2023,161965.0
12702.0,2001,176933.0
12702.0,2002,176301.0
12702.0,2003,175707.0
12702.0,2004,174687.0
12702.0,2005,175021.0
12702.0,2006,175086.0
12702.0,2007,176685.0
12702.0,2008,179384.0
12702.0,2009,181927.0
12702.0,2010,183195.0
12702.0,2011,183960.0
12702.0,2012,185347.0
12702.0,2013,187149.0
12702.0,2014,188654.0
12702.0,2015,190208.0
12702.0,2016,192241.0
12702.0,2017,195458.0
12702.0,2018,197601.0
12702.0,2019,198933.0
12702.0,2020,198451.0
12702.0,2021,195725.0
12702.0,2022,193442.0
12702.0,2023,196147.0
12703.0,2001,90280.0
12703.0,2002,92169.0
12703.0,2003,93133.0
12703.0,2004,94072.0
12703.0,2005,95317.0
12703.0,2006,96624.0
12703.0,2007,98866.0
12703.0,2008,102389.0
12703.0,2009,105365.0
12703.0,2010,107265.0
12703.0,2011,109099.0
12703.0,2012,111232.0
12703.0,2013,113692.0
12703.0,2014,115854.0
12703.0,2015,118613.0
12703.0,2016,121860.0
12703.0,2017,125372.0
12703.0,2018,129070.0
12703.0,2019,132602.0
12703.0,2020,135354.0
12703.0,2021,136871.0
12703.0,2022,139624.0
12703.0,2023,143991.0
12801.0,2001,102827.0
12801.0,2002,103382.0
12801.0,2003,103498.0
12801.0,2004,103388.0
12801.0,2005,103719.0
12801.0,2006,103884.0
12801.0,2007,104831.0
12801.0,2008,106569.0
12801.0,2009,108172.0
12801.0,2010,109069.0
12801.0,2011,109508.0
12801.0,2012,110284.0
12801.0,2013,111349.0
12801.0,2014,112437.0
12801.0,2015,113534.0
12801.0,2016,114494.0
12801.0,2017,115156.0
12801.0,2018,115827.0
12801.0,2019,116654.0
12801.0,2020,117585.0
12801.0,2021,118252.0
12801.0,2022,119113.0
12801.0,2023,121298.0
12802.0,2001,109074.0
12802.0,2002,109054.0
12802.0,2003,108706.0
12802.0,2004,107958.0
12802.0,2005,107241.0
12802.0,2006,106827.0
12802.0,2007,107708.0
12802.0,2008,109163.0
12802.0,2009,110263.0
12802.0,2010,110399.0
12802.0,2011,110129.0
12802.0,2012,110328.0
12802.0,2013,110595.0
12802.0,2014,110879.0
12802.0,2015,111084.0
12802.0,2016,111357.0
12802.0,2017,111646.0
12802.0,2018,111784.0
12802.0,2019,111940.0
12802.0,2020,112170.0
12802.0,2021,112140.0
12802.0,2022,112185.0
12802.0,2023,113160.0
20101.0,2001,84091.0
20101.0,2002,85032.0
20101.0,2003,86053.0
20101.0,2004,86636.0
20101.0,2005,87571.0
20101.0,2006,88513.0
20101.0,2007,89809.0
20101.0,2008,91551.0
20101.0,2009,93387.0
20101.0,2010,95409.0
20101.0,2011,97289.0
20101.0,2012,98842.0
20101.0,2013,100491.0
20101.0,2014,102070.0
20101.0,2015,103628.0
20101.0,2016,105668.0
20101.0,2017,107732.0
20101.0,2018,109827.0
20101.0,2019,112082.0
20101.0,2020,114014.0
20101.0,2021,115935.0
20101.0,2022,118484.0
20101.0,2023,120658.0
20102.0,2001,25918.0
20102.0,2002,25828.0
20102.0,2003,25789.0
20102.0,2004,25870.0
20102.0,2005,25768.0
20102.0,2006,25803.0
20102.0,2007,25929.0
20102.0,2008,26261.0
20102.0,2009,26705.0
20102.0,2010,27030.0
20102.0,2011,27252.0
20102.0,2012,27557.0
20102.0,2013,27869.0
20102.0,2014,28119.0
20102.0,2015,28394.0
20102.0,2016,28730.0
20102.0,2017,29124.0
20102.0,2018,29569.0
20102.0,2019,30012.0
20102.0,2020,30473.0
20102.0,2021,30788.0
20102.0,2022,30892.0
20102.0,2023,31119.0
20103.0,2001,23952.0
20103.0,2002,23945.0
20103.0,2003,23887.0
20103.0,2004,23756.0
20103.0,2005,23731.0
20103.0,2006,23735.0
20103.0,2007,23792.0
20103.0,2008,23854.0
20103.0,2009,24060.0
20103.0,2010,24138.0
20103.0,2011,24115.0
20103.0,2012,24377.0
20103.0,2013,24657.0
20103.0,2014,24919.0
20103.0,2015,25215.0
20103.0,2016,25596.0
20103.0,2017,25854.0
20103.0,2018,26070.0
20103.0,2019,26305.0
20103.0,2020,26396.0
20103.0,2021,26588.0
20103.0,2022,26785.0
20103.0,2023,27041.0
20201.0,2001,76312.0
20201.0,2002,77236.0
20201.0,2003,78372.0
20201.0,2004,79091.0
20201.0,2005,79666.0
20201.0,2006,80804.0
20201.0,2007,82163.0
20201.0,2008,83313.0
20201.0,2009,84600.0
20201.0,2010,85978.0
20201.0,2011,87340.0
20201.0,2012,88998.0
20201.0,2013,90772.0
20201.0,2014,92457.0
20201.0,2015,94035.0
20201.0,2016,95934.0
20201.0,2017,97505.0
20201.0,2018,99015.0
20201.0,2019,100711.0
20201.0,2020,102023.0
20201.0,2021,102940.0
20201.0,2022,103871.0
20201.0,2023,104883.0
20202.0,2001,39809.0
20202.0,2002,40126.0
20202.0,2003,40506.0
20202.0,2004,40910.0
20202.0,2005,41249.0
20202.0,2006,41555.0
20202.0,2007,42019.0
20202.0,2008,42569.0
20202.0,2009,43183.0
20202.0,2010,43587.0
20202.0,2011,44050.0
20202.0,2012,44723.0
20202.0,2013,45440.0
20202.0,2014,46262.0
20202.0,2015,47120.0
20202.0,2016,48091.0
20202.0,2017,48920.0
20202.0,2018,49765.0
20202.0,2019,50533.0
20202.0,2020,51394.0
20202.0,2021,52185.0
20202.0,2022,52930.0
20202.0,2023,53576.0
20203.0,2001,11933.0
20203.0,2002,11884.0
20203.0,2003,11815.0
20203.0,2004,11717.0
20203.0,2005,11666.0
20203.0,2006,11586.0
20203.0,2007,11537.0
20203.0,2008,11486.0
20203.0,2009,11458.0
20203.0,2010,11402.0
20203.0,2011,11303.0
20203.0,2012,11329.0
20203.0,2013,11351.0
20203.0,2014,11382.0
20203.0,2015,11436.0
20203.0,2016,11511.0
20203.0,2017,11619.0
20203.0,2018,11752.0
20203.0,2019,11876.0
20203.0,2020,11989.0
20203.0,2021,12141.0
20203.0,2022,12296.0
20203.0,2023,12410.0
20301.0,2001,13098.0
20301.0,2002,13269.0
20301.0,2003,13595.0
20301.0,2004,14034.0
20301.0,2005,14421.0
20301.0,2006,14676.0
20301.0,2007,15000.0
20301.0,2008,15425.0
20301.0,2009,15919.0
20301.0,2010,16355.0
20301.0,2011,16825.0
20301.0,2012,17331.0
20301.0,2013,17965.0
20301.0,2014,18394.0
20301.0,2015,18783.0
20301.0,2016,19310.0
20301.0,2017,19888.0
20301.0,2018,20452.0
20301.0,2019,21066.0
20301.0,2020,21740.0
20301.0,2021,22397.0
20301.0,2022,22879.0
20301.0,2023,23391.0
20302.0,2001,159583.0
20302.0,2002,161788.0
20302.0,2003,163517.0
20302.0,2004,164690.0
20302.0,2005,165773.0
20302.0,2006,167158.0
20302.0,2007,168749.0
20302.0,2008,170736.0
20302.0,2009,172880.0
20302.0,2010,175211.0
20302.0,2011,177588.0
20302.0,2012,179898.0
20302.0,2013,182802.0
20302.0,2014,185558.0
20302.0,2015,188762.0
20302.0,2016,193146.0
20302.0,2017,197711.0
20302.0,2018,202134.0
20302.0,2019,206410.0
20302.0,2020,209724.0
20302.0,2021,212023.0
20302.0,2022,215372.0
20302.0,2023,219258.0
20303.0,2001,50288.0
20303.0,2002,51680.0
20303.0,2003,52381.0
20303.0,2004,52934.0
20303.0,2005,53600.0
20303.0,2006,54221.0
20303.0,2007,55707.0
20303.0,2008,57254.0
20303.0,2009,58932.0
20303.0,2010,60525.0
20303.0,2011,62167.0
20303.0,2012,64022.0
20303.0,2013,65959.0
20303.0,2014,68202.0
20303.0,2015,70891.0
20303.0,2016,73928.0
20303.0,2017,77248.0
20303.0,2018,80737.0
20303.0,2019,84745.0
20303.0,2020,88864.0
20303.0,2021,93195.0
20303.0,2022,96432.0
20303.0,2023,99285.0
20401.0,2001,46428.0
20401.0,2002,46638.0
20401.0,2003,47169.0
20401.0,2004,47532.0
20401.0,2005,47917.0
20401.0,2006,48196.0
20401.0,2007,48830.0
20401.0,2008,49165.0
20401.0,2009,49522.0
20401.0,2010,50064.0
20401.0,2011,50519.0
20401.0,2012,51273.0
20401.0,2013,52049.0
20401.0,2014,52885.0
20401.0,2015,53619.0
20401.0,2016,54551.0
20401.0,2017,55524.0
20401.0,2018,56599.0
20401.0,2019,57672.0
20401.0,2020,58690.0
20401.0,2021,59693.0
20401.0,2022,60437.0
20401.0,2023,61224.0
20402.0,2001,43571.0
20402.0,2002,43680.0
20402.0,2003,43735.0
20402.0,2004,43814.0
20402.0,2005,43943.0
20402.0,2006,44157.0
20402.0,2007,44300.0
20402.0,2008,44476.0
20402.0,2009,44654.0
20402.0,2010,44795.0
20402.0,2011,44837.0
20402.0,2012,45113.0
20402.0,2013,45382.0
20402.0,2014,45638.0
20402.0,2015,45984.0
20402.0,2016,46542.0
20402.0,2017,47005.0
20402.0,2018,47475.0
20402.0,2019,47759.0
20402.0,2020,47998.0
20402.0,2021,48279.0
20402.0,2022,48512.0
20402.0,2023,48726.0
20403.0,2001,62110.0
20403.0,2002,62680.0
20403.0,2003,63193.0
20403.0,2004,63673.0
20403.0,2005,63764.0
20403.0,2006,63752.0
20403.0,2007,63881.0
20403.0,2008,64168.0
20403.0,2009,64699.0
20403.0,2010,65319.0
20403.0,2011,65979.0
20403.0,2012,66981.0
20403.0,2013,68056.0
20403.0,2014,69071.0
20403.0,2015,70197.0
20403.0,2016,71482.0
20403.0,2017,72533.0
20403.0,2018,73579.0
20403.0,2019,74460.0
20403.0,2020,75434.0
20403.0,2021,76236.0
20403.0,2022,76926.0
20403.0,2023,77687.0
20501.0,2001,35933.0
20501.0,2002,36158.0
20501.0,2003,36460.0
20501.0,2004,36817.0
20501.0,2005,37236.0
20501.0,2006,37917.0
20501.0,2007,38660.0
20501.0,2008,39505.0
20501.0,2009,40674.0
20501.0,2010,42214.0
20501.0,2011,43506.0
20501.0,2012,44659.0
20501.0,2013,45776.0
20501.0,2014,46791.0
20501.0,2015,47987.0
20501.0,2016,49446.0
20501.0,2017,51040.0
20501.0,2018,52601.0
20501.0,2019,54198.0
20501.0,2020,55902.0
20501.0,2021,57761.0
20501.0,2022,59414.0
20501.0,2023,60774.0
20502.0,2001,39017.0
20502.0,2002,39272.0
20502.0,2003,39480.0
20502.0,2004,39925.0
20502.0,2005,40289.0
20502.0,2006,40701.0
20502.0,2007,41124.0
20502.0,2008,41547.0
20502.0,2009,42025.0
20502.0,2010,42504.0
20502.0,2011,42934.0
20502.0,2012,43447.0
20502.0,2013,43923.0
20502.0,2014,44391.0
20502.0,2015,44982.0
20502.0,2016,45713.0
20502.0,2017,46313.0
20502.0,2018,46980.0
20502.0,2019,47567.0
20502.0,2020,47982.0
20502.0,2021,48588.0
20502.0,2022,49060.0
20502.0,2023,49305.0
20503.0,2001,51155.0
20503.0,2002,51549.0
20503.0,2003,52076.0
20503.0,2004,52439.0
20503.0,2005,52993.0
20503.0,2006,53212.0
20503.0,2007,53902.0
20503.0,2008,54720.0
20503.0,2009,55611.0
20503.0,2010,56834.0
20503.0,2011,57943.0
20503.0,2012,58909.0
20503.0,2013,59772.0
20503.0,2014,60602.0
20503.0,2015,61518.0
20503.0,2016,62742.0
20503.0,2017,64255.0
20503.0,2018,65841.0
20503.0,2019,67524.0
20503.0,2020,69392.0
20503.0,2021,71238.0
20503.0,2022,72693.0
20503.0,2023,73726.0
20504.0,2001,69435.0
20504.0,2002,69550.0
20504.0,2003,69613.0
20504.0,2004,69673.0
20504.0,2005,69852.0
20504.0,2006,70392.0
20504.0,2007,70853.0
20504.0,2008,71519.0
20504.0,2009,72123.0
20504.0,2010,72906.0
20504.0,2011,73609.0
20504.0,2012,73817.0
20504.0,2013,73946.0
20504.0,2014,73965.0
20504.0,2015,74099.0
20504.0,2016,74462.0
20504.0,2017,74936.0
20504.0,2018,75433.0
20504.0,2019,75968.0
20504.0,2020,76558.0
20504.0,2021,76967.0
20504.0,2022,77560.0
20504.0,2023,78004.0
20505.0,2001,40661.0
20505.0,2002,40511.0
20505.0,2003,40382.0
20505.0,2004,40332.0
20505.0,2005,40388.0
20505.0,2006,40525.0
20505.0,2007,40742.0
20505.0,2008,41043.0
20505.0,2009,41385.0
20505.0,2010,41684.0
20505.0,2011,41960.0
20505.0,2012,42327.0
20505.0,2013,42607.0
20505.0,2014,42834.0
20505.0,2015,43058.0
20505.0,2016,43417.0
20505.0,2017,43778.0
20505.0,2018,44134.0
20505.0,2019,44573.0
20505.0,2020,44997.0
20505.0,2021,45358.0
20505.0,2022,45697.0
20505.0,2023,45998.0
20601.0,2001,72096.0
20601.0,2002,72611.0
20601.0,2003,73017.0
20601.0,2004,73739.0
20601.0,2005,74719.0
20601.0,2006,75763.0
20601.0,2007,77238.0
20601.0,2008,78950.0
20601.0,2009,80795.0
20601.0,2010,81901.0
20601.0,2011,82911.0
20601.0,2012,84321.0
20601.0,2013,86192.0
20601.0,2014,88035.0
20601.0,2015,89876.0
20601.0,2016,91941.0
20601.0,2017,93081.0
20601.0,2018,94126.0
20601.0,2019,94712.0
20601.0,2020,95057.0
20601.0,2021,91068.0
20601.0,2022,92141.0
20601.0,2023,95988.0
20602.0,2001,46091.0
20602.0,2002,46252.0
20602.0,2003,46404.0
20602.0,2004,46661.0
20602.0,2005,47042.0
20602.0,2006,47693.0
20602.0,2007,48537.0
20602.0,2008,49432.0
20602.0,2009,50262.0
20602.0,2010,50753.0
20602.0,2011,50971.0
20602.0,2012,51609.0
20602.0,2013,52582.0
20602.0,2014,53480.0
20602.0,2015,54380.0
20602.0,2016,55436.0
20602.0,2017,55834.0
20602.0,2018,56033.0
20602.0,2019,56231.0
20602.0,2020,56399.0
20602.0,2021,53875.0
20602.0,2022,53981.0
20602.0,2023,55395.0
20603.0,2001,57155.0
20603.0,2002,57290.0
20603.0,2003,57365.0
20603.0,2004,57672.0
20603.0,2005,58160.0
20603.0,2006,58818.0
20603.0,2007,59806.0
20603.0,2008,60984.0
20603.0,2009,62220.0
20603.0,2010,63012.0
20603.0,2011,63695.0
20603.0,2012,64705.0
20603.0,2013,65856.0
20603.0,2014,67305.0
20603.0,2015,68764.0
20603.0,2016,70335.0
20603.0,2017,71184.0
20603.0,2018,71730.0
20603.0,2019,71999.0
20603.0,2020,72376.0
20603.0,2021,69421.0
20603.0,2022,69463.0
20603.0,2023,72005.0
20604.0,2001,55399.0
20604.0,2002,60592.0
20604.0,2003,66149.0
20604.0,2004,71532.0
20604.0,2005,76197.0
20604.0,2006,80154.0
20604.0,2007,85141.0
20604.0,2008,89792.0
20604.0,2009,94330.0
20604.0,2010,97578.0
20604.0,2011,100228.0
20604.0,2012,107573.0
20604.0,2013,118707.0
20604.0,2014,127975.0
20604.0,2015,136873.0
20604.0,2016,146099.0
20604.0,2017,155948.0
20604.0,2018,163350.0
20604.0,2019,168936.0
20604.0,2020,170568.0
20604.0,2021,153091.0
20604.0,2022,160314.0
20604.0,2023,177381.0
20605.0,2001,80054.0
20605.0,2002,82220.0
20605.0,2003,84170.0
20605.0,2004,86017.0
20605.0,2005,87831.0
20605.0,2006,89641.0
20605.0,2007,91490.0
20605.0,2008,93174.0
20605.0,2009,95272.0
20605.0,2010,96375.0
20605.0,2011,97276.0
20605.0,2012,99907.0
20605.0,2013,102169.0
20605.0,2014,104462.0
20605.0,2015,106392.0
20605.0,2016,108637.0
20605.0,2017,109530.0
20605.0,2018,110745.0
20605.0,2019,111798.0
20605.0,2020,110595.0
20605.0,2021,103458.0
20605.0,2022,104111.0
20605.0,2023,109531.0
20606.0,2001,51460.0
20606.0,2002,52215.0
20606.0,2003,52625.0
20606.0,2004,53281.0
20606.0,2005,53923.0
20606.0,2006,54628.0
20606.0,2007,55344.0
20606.0,2008,56263.0
20606.0,2009,57114.0
20606.0,2010,57518.0
20606.0,2011,57585.0
20606.0,2012,59620.0
20606.0,2013,61218.0
20606.0,2014,63128.0
20606.0,2015,64845.0
20606.0,2016,67280.0
20606.0,2017,68120.0
20606.0,2018,68979.0
20606.0,2019,69109.0
20606.0,2020,68074.0
20606.0,2021,63519.0
20606.0,2022,63550.0
20606.0,2023,66820.0
20607.0,2001,69294.0
20607.0,2002,70232.0
20607.0,2003,70956.0
20607.0,2004,71645.0
20607.0,2005,72542.0
20607.0,2006,73648.0
20607.0,2007,75128.0
20607.0,2008,76599.0
20607.0,2009,78033.0
20607.0,2010,79093.0
20607.0,2011,79685.0
20607.0,2012,82060.0
20607.0,2013,84769.0
20607.0,2014,88037.0
20607.0,2015,90752.0
20607.0,2016,93743.0
20607.0,2017,95313.0
20607.0,2018,96368.0
20607.0,2019,97471.0
20607.0,2020,97615.0
20607.0,2021,92481.0
20607.0,2022,93345.0
20607.0,2023,98431.0
20701.0,2001,156246.0
20701.0,2002,156886.0
20701.0,2003,157298.0
20701.0,2004,157885.0
20701.0,2005,158727.0
20701.0,2006,159605.0
20701.0,2007,161308.0
20701.0,2008,163408.0
20701.0,2009,165284.0
20701.0,2010,166326.0
20701.0,2011,167062.0
20701.0,2012,168483.0
20701.0,2013,170485.0
20701.0,2014,172660.0
20701.0,2015,174753.0
20701.0,2016,177276.0
20701.0,2017,178650.0
20701.0,2018,179386.0
20701.0,2019,179663.0
20701.0,2020,177875.0
20701.0,2021,169789.0
20701.0,2022,169632.0
20701.0,2023,174537.0
20702.0,2001,87398.0
20702.0,2002,87609.0
20702.0,2003,87550.0
20702.0,2004,87465.0
20702.0,2005,87450.0
20702.0,2006,87618.0
20702.0,2007,88330.0
20702.0,2008,89027.0
20702.0,2009,89732.0
20702.0,2010,89985.0
20702.0,2011,90211.0
20702.0,2012,90859.0
20702.0,2013,91660.0
20702.0,2014,92613.0
20702.0,2015,93829.0
20702.0,2016,95361.0
20702.0,2017,96849.0
20702.0,2018,97799.0
20702.0,2019,99631.0
20702.0,2020,100990.0
20702.0,2021,99303.0
20702.0,2022,100139.0
20702.0,2023,102932.0
20703.0,2001,90188.0
20703.0,2002,90326.0
20703.0,2003,90563.0
20703.0,2004,90936.0
20703.0,2005,91640.0
20703.0,2006,92714.0
20703.0,2007,94168.0
20703.0,2008,95944.0
20703.0,2009,97754.0
20703.0,2010,98646.0
20703.0,2011,98972.0
20703.0,2012,100202.0
20703.0,2013,101710.0
20703.0,2014,103254.0
20703.0,2015,104888.0
20703.0,2016,106953.0
20703.0,2017,108868.0
20703.0,2018,110406.0
20703.0,2019,111676.0
20703.0,2020,112582.0
20703.0,2021,108426.0
20703.0,2022,109860.0
20703.0,2023,114813.0
20801.0,2001,88262.0
20801.0,2002,88717.0
20801.0,2003,89088.0
20801.0,2004,89394.0
20801.0,2005,89873.0
20801.0,2006,90807.0
20801.0,2007,92041.0
20801.0,2008,93535.0
20801.0,2009,94850.0
20801.0,2010,95594.0
20801.0,2011,96119.0
20801.0,2012,96971.0
20801.0,2013,98252.0
20801.0,2014,99797.0
20801.0,2015,101268.0
20801.0,2016,102912.0
20801.0,2017,103665.0
20801.0,2018,104623.0
20801.0,2019,105128.0
20801.0,2020,105018.0
20801.0,2021,102328.0
20801.0,2022,102241.0
20801.0,2023,104272.0
20802.0,2001,128728.0
20802.0,2002,129579.0
20802.0,2003,130256.0
20802.0,2004,131606.0
20802.0,2005,133121.0
20802.0,2006,135238.0
20802.0,2007,137569.0
20802.0,2008,140153.0
20802.0,2009,142879.0
20802.0,2010,144000.0
20802.0,2011,144536.0
20802.0,2012,146644.0
20802.0,2013,148908.0
20802.0,2014,151442.0
20802.0,2015,153806.0
20802.0,2016,156621.0
20802.0,2017,158759.0
20802.0,2018,160385.0
20802.0,2019,161863.0
20802.0,2020,162613.0
20802.0,2021,158280.0
20802.0,2022,159488.0
20802.0,2023,164770.0
20803.0,2001,98576.0
20803.0,2002,100063.0
20803.0,2003,101301.0
20803.0,2004,102335.0
20803.0,2005,103402.0
20803.0,2006,104721.0
20803.0,2007,106758.0
20803.0,2008,108683.0
20803.0,2009,111438.0
20803.0,2010,112546.0
20803.0,2011,113283.0
20803.0,2012,115051.0
20803.0,2013,116649.0
20803.0,2014,118330.0
20803.0,2015,120210.0
20803.0,2016,122711.0
20803.0,2017,123750.0
20803.0,2018,125038.0
20803.0,2019,126094.0
20803.0,2020,126174.0
20803.0,2021,123786.0
20803.0,2022,124101.0
20803.0,2023,126637.0
20804.0,2001,37964.0
20804.0,2002,38155.0
20804.0,2003,38409.0
20804.0,2004,38780.0
20804.0,2005,38970.0
20804.0,2006,39428.0
20804.0,2007,39884.0
20804.0,2008,40578.0
20804.0,2009,41072.0
20804.0,2010,41210.0
20804.0,2011,41268.0
20804.0,2012,41790.0
20804.0,2013,42269.0
20804.0,2014,42766.0
20804.0,2015,43183.0
20804.0,2016,43723.0
20804.0,2017,44014.0
20804.0,2018,44361.0
20804.0,2019,44691.0
20804.0,2020,44536.0
20804.0,2021,42671.0
20804.0,2022,42974.0
20804.0,2023,44515.0
20901.0,2001,117967.0
20901.0,2002,117559.0
20901.0,2003,117313.0
20901.0,2004,116661.0
20901.0,2005,117149.0
20901.0,2006,117963.0
20901.0,2007,119362.0
20901.0,2008,120580.0
20901.0,2009,122248.0
20901.0,2010,122780.0
20901.0,2011,122983.0
20901.0,2012,123584.0
20901.0,2013,124314.0
20901.0,2014,125107.0
20901.0,2015,126088.0
20901.0,2016,127447.0
20901.0,2017,128660.0
20901.0,2018,129645.0
20901.0,2019,130607.0
20901.0,2020,130294.0
20901.0,2021,127370.0
20901.0,2022,127427.0
20901.0,2023,129602.0
20902.0,2001,80976.0
20902.0,2002,81107.0
20902.0,2003,81307.0
20902.0,2004,82074.0
20902.0,2005,83256.0
20902.0,2006,84606.0
20902.0,2007,86211.0
20902.0,2008,88093.0
20902.0,2009,90027.0
20902.0,2010,91027.0
20902.0,2011,91971.0
20902.0,2012,93377.0
20902.0,2013,94690.0
20902.0,2014,96031.0
20902.0,2015,97594.0
20902.0,2016,99690.0
20902.0,2017,100691.0
20902.0,2018,101070.0
20902.0,2019,101067.0
20902.0,2020,100657.0
20902.0,2021,96421.0
20902.0,2022,96624.0
20902.0,2023,100288.0
20903.0,2001,64121.0
20903.0,2002,64238.0
20903.0,2003,64239.0
20903.0,2004,64532.0
20903.0,2005,65029.0
20903.0,2006,65547.0
20903.0,2007,65881.0
20903.0,2008,66431.0
20903.0,2009,66352.0
20903.0,2010,66464.0
20903.0,2011,66387.0
20903.0,2012,66687.0
20903.0,2013,66984.0
20903.0,2014,67289.0
20903.0,2015,67597.0
20903.0,2016,68158.0
20903.0,2017,68463.0
20903.0,2018,68663.0
20903.0,2019,68617.0
20903.0,2020,68494.0
20903.0,2021,67687.0
20903.0,2022,67375.0
20903.0,2023,67617.0
20904.0,2001,125306.0
20904.0,2002,128050.0
20904.0,2003,131257.0
20904.0,2004,133298.0
20904.0,2005,135937.0
20904.0,2006,138821.0
20904.0,2007,143524.0
20904.0,2008,149384.0
20904.0,2009,156713.0
20904.0,2010,164352.0
20904.0,2011,172989.0
20904.0,2012,183083.0
20904.0,2013,193330.0
20904.0,2014,202758.0
20904.0,2015,212533.0
20904.0,2016,223805.0
20904.0,2017,232044.0
20904.0,2018,239341.0
20904.0,2019,246162.0
20904.0,2020,252583.0
20904.0,2021,254784.0
20904.0,2022,261823.0
20904.0,2023,271333.0
21001.0,2001,56978.0
21001.0,2002,56646.0
21001.0,2003,56219.0
21001.0,2004,55933.0
21001.0,2005,55736.0
21001.0,2006,55836.0
21001.0,2007,55971.0
21001.0,2008,56378.0
21001.0,2009,56831.0
21001.0,2010,57074.0
21001.0,2011,57131.0
21001.0,2012,57617.0
21001.0,2013,58319.0
21001.0,2014,59250.0
21001.0,2015,60338.0
21001.0,2016,61513.0
21001.0,2017,62149.0
21001.0,2018,62768.0
21001.0,2019,63359.0
21001.0,2020,63187.0
21001.0,2021,62124.0
21001.0,2022,62196.0
21001.0,2023,63042.0
21002.0,2001,23467.0
21002.0,2002,23655.0
21002.0,2003,23938.0
21002.0,2004,24367.0
21002.0,2005,24716.0
21002.0,2006,25028.0
21002.0,2007,25367.0
21002.0,2008,25840.0
21002.0,2009,26529.0
21002.0,2010,26976.0
21002.0,2011,27402.0
21002.0,2012,28060.0
21002.0,2013,28580.0
21002.0,2014,29161.0
21002.0,2015,29828.0
21002.0,2016,30674.0
21002.0,2017,31296.0
21002.0,2018,31851.0
21002.0,2019,32374.0
21002.0,2020,32835.0
21002.0,2021,33213.0
21002.0,2022,33666.0
21002.0,2023,34324.0
21003.0,2001,62672.0
21003.0,2002,62728.0
21003.0,2003,62772.0
21003.0,2004,63069.0
21003.0,2005,63421.0
21003.0,2006,64269.0
21003.0,2007,65617.0
21003.0,2008,66769.0
21003.0,2009,68597.0
21003.0,2010,69697.0
21003.0,2011,70554.0
21003.0,2012,71858.0
21003.0,2013,73287.0
21003.0,2014,75258.0
21003.0,2015,77168.0
21003.0,2016,79507.0
21003.0,2017,81221.0
21003.0,2018,82691.0
21003.0,2019,83689.0
21003.0,2020,84021.0
21003.0,2021,81472.0
21003.0,2022,81792.0
21003.0,2023,84252.0
21004.0,2001,30508.0
21004.0,2002,31032.0
21004.0,2003,32047.0
21004.0,2004,33090.0
21004.0,2005,33930.0
21004.0,2006,34721.0
21004.0,2007,35426.0
21004.0,2008,36224.0
21004.0,2009,37089.0
21004.0,2010,37649.0
21004.0,2011,38012.0
21004.0,2012,38427.0
21004.0,2013,38773.0
21004.0,2014,39320.0
21004.0,2015,39949.0
21004.0,2016,40924.0
21004.0,2017,41699.0
21004.0,2018,42582.0
21004.0,2019,43905.0
21004.0,2020,45102.0
21004.0,2021,45464.0
21004.0,2022,46317.0
21004.0,2023,48097.0
21005.0,2001,106571.0
